id,name,realName
480,479,Fratercula arctica,Atlantic puffin
481,480,Fratercula cirrhata,Tufted puffin
482,481,Turdus merula,Common blackbird
483,482,Turdus plumbeus,Red-legged thrush
484,483,Turdus grayi,Clay-colored thrush
485,484,Turdus migratorius,American robin
486,485,Turdus viscivorus,Mistle thrush
487,486,Cerorhinca monocerata,Rhinoceros auklet
488,487,Turdus philomelos,Song thrush
489,488,Galbula ruficauda,Rufous-tailed jacamar
490,489,Jacana spinosa,Northern jacana
491,490,Saxicola rubicola,European stonechat
492,491,Upupa epops,Eurasian hoopoe
493,492,Euphagus carolinus,Rusty blackbird
494,493,Gavia pacifica,Pacific loon
495,494,Mimus gilvus,Tropical mockingbird
496,495,Passer italiae,Italian sparrow
497,496,Gavia immer,Common loon
498,497,Gavia stellata,Red-throated loon
499,498,Oenanthe oenanthe,Northern wheatear
500,499,Fregata magnificens,Magnificent frigatebird
501,500,Fregata minor,Great frigatebird
502,501,Falco subbuteo,Eurasian hobby
503,502,Falco mexicanus,Prairie falcon
504,503,Falco femoralis,Aplomado falcon
505,504,Falco peregrinus,Peregrine falcon
506,505,Falco rufigularis,Bat falcon
507,506,Falco sparverius,American kestrel
508,507,Strix varia,Barred owl
509,508,Falco columbarius,Merlin (bird)
510,509,Gallinula chloropus,Common moorhen
511,510,Cardellina pusilla,Wilson's warbler
512,511,Catharus ustulatus,Swainson's thrush
513,512,Falco novaeseelandiae,New Zealand falcon
514,513,Catharus guttatus,Hermit thrush
515,514,Catharus fuscescens,Veery
516,515,Caracara cheriway,Crested caracara
517,516,Herpetotheres cachinnans,Laughing falcon
518,517,Calcarius lapponicus,Lapland longspur
519,518,Milvago chimachima,Yellow-headed caracara
520,519,Ciconia ciconia,White stork
521,520,Mycteria americana,Wood stork
522,521,Mycteria ibis,Yellow-billed stork
523,522,Sialia mexicana,Western bluebird
524,523,Ephippiorhynchus senegalensis,Saddle-billed stork
525,524,Cathartes aura,Turkey vulture
526,525,Myadestes townsendi,Townsend's solitaire
527,526,Cathartes burrovianus,Lesser yellow-headed vulture
528,527,Sarcoramphus papa,King vulture
529,528,Coragyps atratus,Black vulture
530,529,Strix nebulosa,Great grey owl
531,530,Anastomus lamelligerus,African openbill
532,531,Pluvialis squatarola,Grey plover
533,532,Gymnogyps californianus,California condor
534,533,Muscicapa striata,Spotted flycatcher
535,534,Charadrius vociferus,Killdeer
536,535,Charadrius wilsonia,Wilson's plover
537,536,Charadrius melodus,Piping plover
538,537,Phoenicurus phoenicurus,Common redstart
539,538,Phoenicurus ochruros,Black redstart
540,539,Charadrius dubius,Little ringed plover
541,540,Eumomota superciliosa,Turquoise-browed motmot
542,541,Anas querquedula,Garganey
543,542,Himantopus mexicanus,Black-necked stilt
544,543,Haematopus bachmani,Black oystercatcher
545,544,Pica pica,Eurasian magpie
546,545,Haematopus ostralegus,Eurasian oystercatcher
547,546,Haematopus unicolor,Variable oystercatcher
548,547,Vanellus vanellus,Northern lapwing
549,548,Vanellus spinosus,Spur-winged lapwing
550,549,Vanellus armatus,Blacksmith lapwing
551,550,Luscinia svecica,Bluethroat
552,551,Columbina inca,Inca dove
553,552,Recurvirostra avosetta,Pied avocet
554,553,Phasianus colchicus,Common pheasant
555,554,Pluvialis dominica,American golden plover
556,555,Cinclus mexicanus,American dipper
557,556,Erithacus rubecula,European robin
558,557,Melanerpes aurifrons,Golden-fronted woodpecker
559,558,Charadrius hiaticula,Common ringed plover
560,559,Egretta gularis,Western reef heron
561,560,Egretta caerulea,Little blue heron
562,561,Egretta tricolor,Tricolored heron
563,562,Egretta thula,Snowy egret
564,563,Egretta garzetta,Little egret
565,564,Egretta sacra,Pacific reef heron
566,565,Monticola solitarius,Blue rock thrush
567,566,Ardea cocoi,Cocoi heron
568,567,Ardea cinerea,Grey heron
569,568,Ardea herodias,Great blue heron
570,569,Nycticorax nycticorax,Black-crowned night heron
571,570,Turdus rufopalliatus,Rufous-backed thrush
572,571,Ardeola ralloides,Squacco heron
573,572,Nyctanassa violacea,Yellow-crowned night heron
574,573,Aramides cajaneus,Grey-cowled wood rail
575,574,Bubulcus ibis,Western cattle egret
576,575,Butorides virescens,Green heron
577,576,Porphyrio martinicus,American purple gallinule
578,577,Botaurus lentiginosus,American bittern
579,578,Cochlearius cochlearius,Boat-billed heron
580,579,Anhinga novaehollandiae,Australasian darter
581,580,Anhinga rufa,African darter
582,581,Melozone fusca,Canyon towhee
583,582,Aquila chrysaetos,Golden eagle
584,583,Hylocichla mustelina,Wood thrush
585,584,Aphelocoma wollweberi,Mexican jay
586,585,Accipiter striatus,Sharp-shinned hawk
587,586,Accipiter nisus,Eurasian sparrowhawk
588,587,Accipiter gentilis,Northern goshawk
589,588,Egretta rufescens,Reddish egret
590,589,Bucephala clangula,Common goldeneye
591,590,Anous stolidus,Brown noddy
592,591,Actitis macularius,Spotted sandpiper
593,592,Ardea purpurea,Purple heron
594,593,Todiramphus chloris,Collared kingfisher
595,594,Grus americana,Whooping crane
596,595,Himantopus himantopus,Black-winged stilt
597,596,Glaucidium gnoma,Mountain pygmy owl
598,597,Circus approximans,Swamp harrier
599,598,Circus aeruginosus,Western marsh harrier
600,599,Phalacrocorax sulcirostris,Little black cormorant
601,600,Buteo albonotatus,Zone-tailed hawk
602,601,Butorides striata,Striated heron
603,602,Platalea ajaja,Roseate spoonbill
604,603,Buteo brachyurus,Short-tailed hawk
605,604,Ardea alba,Great egret
606,605,Buteo swainsoni,Swainson's hawk
607,606,Alectoris rufa,Red-legged partridge
608,607,Buteo lineatus,Red-shouldered hawk
609,608,Buteo jamaicensis,Red-tailed hawk
610,609,Charadrius nivosus,Snowy plover
611,610,Tringa incana,Wandering tattler
612,611,Tringa semipalmata,Willet
613,612,Terathopius ecaudatus,Bateleur
614,613,Gallinago delicata,Wilson's snipe
615,614,Buteogallus anthracinus,Common black hawk
616,615,Chroicocephalus philadelphia,Bonaparte's gull
617,616,Circaetus gallicus,Short-toed snake eagle
618,617,Chroicocephalus novaehollandiae,Silver gull
619,618,Chroicocephalus ridibundus,Black-headed gull
620,619,Leucophaeus atricilla,Laughing gull
621,620,Leucophaeus pipixcan,Franklin's gull
622,621,Onychoprion fuscatus,Sooty tern
623,622,Sternula antillarum,Least tern
624,623,Hydroprogne caspia,Caspian tern
625,624,Thalasseus maximus,Royal tern
626,625,Thalasseus bergii,Greater crested tern
627,626,Elanus leucurus,White-tailed kite
628,627,Alopochen aegyptiaca,Egyptian goose
629,628,Streptopelia senegalensis,Laughing dove
630,629,Gerygone igata,Grey warbler
631,630,Haliaeetus leucocephalus,Bald eagle
632,631,Cistothorus platensis,Grass wren
633,632,Haliaeetus vocifer,African fish eagle
634,633,Bubo scandiacus,Snowy owl
635,634,Ciccaba virgata,Mottled owl
636,635,Bonasa umbellus,Ruffed grouse
637,636,Busarellus nigricollis,Black-collared hawk
638,637,Rostrhamus sociabilis,Snail kite
639,638,Milvus milvus,Red kite
640,639,Gyps fulvus,Eurasian griffon vulture
641,640,Ficedula hypoleuca,European pied flycatcher
642,641,Momotus coeruliceps,Blue-capped motmot
643,642,Charadrius semipalmatus,Semipalmated plover
644,643,Haliastur indus,Brahminy kite
645,644,Gyps africanus,White-backed vulture
646,645,Ictinia mississippiensis,Mississippi kite
647,646,Dives dives,Melodious blackbird
648,647,Baeolophus atricristatus,Black-crested titmouse
649,648,Baeolophus bicolor,Tufted titmouse
650,649,Baeolophus inornatus,Oak titmouse
651,650,Melospiza melodia,Song sparrow
652,651,Spinus spinus,Eurasian siskin
653,652,Motacilla alba,White wagtail
654,653,Certhia americana,Brown creeper
655,654,Bucorvus leadbeateri,Southern ground hornbill
656,655,Anthus pratensis,Meadow pipit
657,656,Anthus rubescens,Buff-bellied pipit
658,657,Tachycineta albilinea,Mangrove swallow
659,658,Poecile carolinensis,Carolina chickadee
660,659,Poecile atricapillus,Black-capped chickadee
661,660,Poecile gambeli,Mountain chickadee
662,661,Poecile rufescens,Chestnut-backed chickadee
663,662,Periparus ater,Coal tit
664,663,Chlorophanes spiza,Green honeycreeper
665,664,Estrilda astrild,Common waxbill
666,665,Cyanistes caeruleus,Eurasian blue tit
667,666,Sphyrapicus varius,Yellow-bellied sapsucker
668,667,Petrochelidon pyrrhonota,Cliff swallow
669,668,Troglodytes pacificus,Pacific wren
670,669,Troglodytes hiemalis,Winter wren
671,670,Passer montanus,Eurasian tree sparrow
672,671,Passer domesticus,House sparrow
673,672,Aphelocoma californica,California scrub jay
674,673,Amazilia yucatanensis,Buff-bellied hummingbird
675,674,Amazilia tzacatl,Rufous-tailed hummingbird
676,675,Dicrurus adsimilis,Fork-tailed drongo
677,676,Amazilia violiceps,Violet-crowned hummingbird
678,677,Lonchura punctulata,Scaly-breasted munia
679,678,Tigrisoma mexicanum,Bare-throated tiger heron
680,679,Porphyrio melanotus melanotus,Porphyrio melanotus melanotus
681,680,Melanitta americana,Black scoter
682,681,Spizella pallida,Clay-colored sparrow
683,682,Amazilia rutila,Cinnamon hummingbird
684,683,Zenaida aurita,Zenaida dove
685,684,Prunella modularis,Dunnock
686,685,Falco tinnunculus,Common kestrel
687,686,Ixoreus naevius,Varied thrush
688,687,Archilochus colubris,Ruby-throated hummingbird
689,688,Lampornis clemenciae,Blue-throated mountaingem
690,689,Myiarchus tuberculifer,Dusky-capped flycatcher
691,690,Setophaga ruticilla,American redstart
692,691,Myiarchus tyrannulus,Brown-crested flycatcher
693,692,Zosterops lateralis,Silvereye
694,693,Zonotrichia leucophrys,White-crowned sparrow
695,694,Agelaius phoeniceus,Red-winged blackbird
696,695,Parus major,Great tit
697,696,Zonotrichia capensis,Rufous-collared sparrow
698,697,Oreothlypis peregrina,Tennessee warbler
699,698,Oreothlypis celata,Orange-crowned warbler
700,699,Oreothlypis ruficapilla,Nashville warbler
701,700,Geothlypis philadelphia,Mourning warbler
702,701,Geothlypis formosa,Kentucky warbler
703,702,Setophaga tigrina,Cape May warbler
704,703,Setophaga americana,Northern parula
705,704,Setophaga magnolia,Magnolia warbler
706,705,Setophaga castanea,Bay-breasted warbler
707,706,Setophaga fusca,Blackburnian warbler
708,707,Setophaga petechia,American yellow warbler
709,708,Setophaga striata,Blackpoll warbler
710,709,Setophaga palmarum,Palm warbler
711,710,Setophaga pinus,Pine warbler
712,711,Setophaga coronata,Yellow-rumped warbler
713,712,Setophaga dominica,Yellow-throated warbler
714,713,Campylopterus hemileucurus,Violet sabrewing
715,714,Vireo cassinii,Cassin's vireo
716,715,Setophaga nigrescens,Black-throated gray warbler
717,716,Setophaga townsendi,Townsend's warbler
718,717,Setophaga occidentalis,Hermit warbler
719,718,Setophaga chrysoparia,Golden-cheeked warbler
720,719,Setophaga virens,Black-throated green warbler
721,720,Cardellina canadensis,Canada warbler
722,721,Cardellina rubra,Red warbler
723,722,Aphelocoma coerulescens,Florida scrub jay
724,723,Melanerpes erythrocephalus,Red-headed woodpecker
725,724,Emberiza calandra,Corn bunting
726,725,Acanthis flammea,Common redpoll
727,726,Spinus pinus,Pine siskin
728,727,Thraupis abbas,Yellow-winged tanager
729,728,Spinus psaltria,Lesser goldfinch
730,729,Spinus lawrencei,Lawrence's goldfinch
731,730,Spinus tristis,American goldfinch
732,731,Threskiornis aethiopicus,African sacred ibis
733,732,Gygis alba,White tern
734,733,Tachycineta bicolor,Tree swallow
735,734,Larus dominicanus dominicanus,Kelp gull
736,735,Lonchura oryzivora,Java sparrow
737,736,Haematopus palliatus,American oystercatcher
738,737,Chloris chloris,European greenfinch
739,738,Accipiter cooperii,Cooper's hawk
740,739,Vireo solitarius,Blue-headed vireo
741,740,Selasphorus platycercus,Broad-tailed hummingbird
742,741,Chroicocephalus scopulinus,Red-billed gull
743,742,Aechmophorus occidentalis,Western grebe
744,743,Hemiphaga novaeseelandiae,Kererū
745,744,Xema sabini,Sabine's gull
746,745,Ramphastos sulfuratus,Keel-billed toucan
747,746,Dacelo novaeguineae,Laughing kookaburra
748,747,Fulica atra,Eurasian coot
749,748,Hirundo rustica erythrogaster,Hirundo rustica erythrogaster
750,749,Calypte costae,Costa's hummingbird
751,750,Calypte anna,Anna's hummingbird
752,751,Colaptes auratus cafer,Northern flicker
753,752,Sula nebouxii,Blue-footed booby
754,753,Copsychus saularis,Oriental magpie-robin
755,754,Selasphorus sasin,Allen's hummingbird
756,755,Selasphorus rufus,Rufous hummingbird
757,756,Calothorax lucifer,Lucifer sheartail
758,757,Pycnonotus barbatus,Common bulbul
759,758,Larus glaucescens × occidentalis,Larus glaucescens × occidentalis
760,759,Aphelocoma woodhouseii,Woodhouse's scrub jay
761,760,Florisuga mellivora,White-necked jacobin
762,761,Haematopus finschi,South Island oystercatcher
763,762,Falcipennis canadensis,Spruce grouse
764,763,Archilochus alexandri,Black-chinned hummingbird
765,764,Circus cyaneus,Hen harrier
766,765,Ardea alba modesta,Eastern great egret
767,766,Myiarchus crinitus,Great crested flycatcher
768,767,Buteo regalis,Ferruginous hawk
769,768,Aeronautes saxatalis,White-throated swift
770,769,Chaetura vauxi,Vaux's swift
771,770,Chaetura pelagica,Chimney swift
772,771,Setophaga pensylvanica,Chestnut-sided warbler
773,772,Lanius ludovicianus,Loggerhead shrike
774,773,Anhinga anhinga,Anhinga
775,774,Acridotheres tristis,Common myna
776,775,Sitta pygmaea,Pygmy nuthatch
777,776,Actophilornis africanus,African jacana
778,777,Sitta canadensis,Red-breasted nuthatch
779,778,Sitta europaea,Eurasian nuthatch
780,779,Sitta pusilla,Brown-headed nuthatch
781,780,Apus apus,Common swift
782,781,Sturnus vulgaris,Common starling
783,782,Seiurus aurocapilla,Ovenbird
784,783,Motacilla flava,Western yellow wagtail
785,784,Vireo griseus,White-eyed vireo
786,785,Toxostoma longirostre,Long-billed thrasher
787,786,Calidris alba,Sanderling
788,787,Toxostoma redivivum,California thrasher
789,788,Gallinula galeata,Common gallinule
790,789,Calidris himantopus,Stilt sandpiper
791,790,Eugenes fulgens,Rivoli's hummingbird
792,791,Icterus wagleri,Black-vented oriole
793,792,Icterus parisorum,Scott's oriole
794,793,Buteo platypterus,Broad-winged hawk
795,794,Gallinago gallinago,Common snipe
796,795,Icterus spurius,Orchard oriole
797,796,Calidris minutilla,Least sandpiper
798,797,Dumetella carolinensis,Gray catbird
799,798,Porphyrio hochstetteri,Takahē
800,799,Calidris fuscicollis,White-rumped sandpiper
801,800,Phalaropus tricolor,Wilson's phalarope
802,801,Colaptes auratus auratus,Colaptes auratus auratus
803,802,Melanotis caerulescens,Blue mockingbird
804,803,Tiaris olivaceus,Yellow-faced grassquit
805,804,Oreoscoptes montanus,Sage thrasher
806,805,Limnodromus scolopaceus,Long-billed dowitcher
807,806,Tringa solitaria,Solitary sandpiper
808,807,Sitta carolinensis,White-breasted nuthatch
809,808,Tringa totanus,Common redshank
810,809,Dendrocygna autumnalis,Black-bellied whistling duck
811,810,Dendrocygna viduata,White-faced whistling duck
812,811,Dendrocygna bicolor,Fulvous whistling duck
813,812,Icterus abeillei,Black-backed oriole
814,813,Vanellus chilensis,Southern lapwing
815,814,Cygnus buccinator,Trumpeter swan
816,815,Cygnus cygnus,Whooper swan
817,816,Cygnus columbianus,Tundra swan
818,817,Cygnus olor,Mute swan
819,818,Icterus galbula,Baltimore oriole
820,819,Anas platyrhynchos,Mallard
821,820,Anas acuta,Northern pintail
822,821,Anas crecca,Eurasian teal
823,822,Anas cyanoptera,Cinnamon teal
824,823,Anas fulvigula,Mottled duck
825,824,Anas discors,Blue-winged teal
826,825,Anas strepera,Gadwall
827,826,Anas clypeata,Northern shoveler
828,827,Anas chlorotis,Brown teal
829,828,Rhipidura leucophrys,Willie wagtail
830,829,Anas americana,American wigeon
831,830,Bucephala albeola,Bufflehead
832,831,Mergus serrator,Red-breasted merganser
833,832,Mergus merganser,Common merganser
834,833,Anser anser,Greylag goose
835,834,Anser albifrons,Greater white-fronted goose
836,835,Somateria mollissima,Common eider
837,836,Rallus obsoletus,Ridgway's rail
838,837,Platycercus elegans,Crimson rosella
839,838,Melanitta fusca,Velvet scoter
840,839,Milvus migrans,Black kite
841,840,Gelochelidon nilotica,Gull-billed tern
842,841,Ninox novaeseelandiae novaeseelandiae,Morepork
843,842,Melanitta perspicillata,Surf scoter
844,843,Aythya collaris,Ring-necked duck
845,844,Aythya ferina,Common pochard
846,845,Aythya fuligula,Tufted duck
847,846,Numenius americanus,Long-billed curlew
848,847,Chen caerulescens,Snow goose
849,848,Chamaea fasciata,Wrentit
850,849,Branta canadensis,Canada goose
851,850,Thalasseus elegans,Elegant tern
852,851,Branta sandvicensis,Nene (bird)
853,852,Aythya americana,Redhead (bird)
854,853,Aix sponsa,Wood duck
855,854,Lophodytes cucullatus,Hooded merganser
856,855,Histrionicus histrionicus,Harlequin duck
857,856,Aratinga nenday,Nanday parakeet
858,857,Psittacara holochlorus,Green parakeet
859,858,Cairina moschata,Muscovy duck
860,859,Netta rufina,Red-crested pochard
861,860,Psittacara erythrogenys,Red-masked parakeet
862,861,Sayornis saya,Say's phoebe
863,862,Aythya valisineria,Canvasback
864,863,Picoides albolarvatus,White-headed woodpecker
865,864,Vermivora cyanoptera,Blue-winged warbler
866,865,Corvus caurinus,American crow
867,866,Asio otus,Long-eared owl
868,867,Corvus brachyrhynchos,American crow
869,868,Clangula hyemalis,Long-tailed duck
870,869,Chenonetta jubata,Australian wood duck
871,870,Thalasseus sandvicensis,Sandwich tern
872,871,Eolophus roseicapilla,Galah
873,872,Colaptes rubiginosus,Golden-olive woodpecker
874,873,Meleagris gallopavo silvestris,Wild turkey
875,874,Ptiliogonys cinereus,Grey silky-flycatcher
876,875,Elanoides forficatus,Swallow-tailed kite
877,876,Carduelis carduelis,European goldfinch
878,877,Cassiculus melanicterus,Mexican cacique
879,878,Dendragapus fuliginosus,Sooty grouse
880,879,Psaltriparus minimus,American bushtit
881,880,Aegithalos caudatus,Long-tailed tit
882,881,Zosterops lateralis lateralis,Silvereye
883,882,Haliaeetus leucogaster,White-bellied sea eagle
884,883,Uria aalge,Common murre
885,884,Tringa semipalmata inornatus,Tringa semipalmata inornatus
886,885,Alauda arvensis,Eurasian skylark
887,886,Galerida cristata,Crested lark
888,887,Delichon urbicum,Common house martin
889,888,Helmitheros vermivorum,Worm-eating warbler
890,889,Hylocharis leucotis,White-eared hummingbird
891,890,Mimus polyglottos,Northern mockingbird
892,891,Gymnorhina tibicen,Australian magpie
893,892,Alcedo atthis,Common kingfisher
894,893,Streptopelia chinensis,Spotted dove
895,894,Bombycilla cedrorum,Cedar waxwing
896,895,Bombycilla garrulus,Bohemian waxwing
897,896,Tadorna tadorna,Common shelduck
898,897,Petroica australis australis,South Island robin
899,898,Amazona autumnalis,Red-lored amazon
900,899,Dendragapus obscurus,Dusky grouse
901,900,Catherpes mexicanus,Canyon wren
902,901,Tadorna ferruginea,Ruddy shelduck
903,902,Campylorhynchus brunneicapillus,Cactus wren
904,903,Campylorhynchus rufinucha,Veracruz wren
905,904,Rhipidura fuliginosa,New Zealand fantail
906,905,Polioptila melanura,Black-tailed gnatcatcher
907,906,Pelecanus occidentalis carolinensis,Brown pelican
908,907,Melozone aberti,Abert's towhee
909,908,Melozone crissalis,California towhee
910,909,Thryothorus ludovicianus,Carolina wren
911,910,Parabuteo unicinctus,Harris's hawk
912,911,Anas platyrhynchos domesticus,Domestic duck
913,912,Troglodytes aedon,House wren
914,913,Buteo lineatus elegans,Buteo lineatus elegans
915,914,Thamnophilus doliatus,Barred antshrike
916,915,Thryomanes bewickii,Bewick's wren
917,916,Tadorna variegata,Paradise shelduck
918,917,Myioborus miniatus,Slate-throated whitestart
919,918,Phalacrocorax varius varius,Australian pied cormorant
920,919,Myioborus pictus,Painted redstart
921,920,Larus argentatus smithsonianus,American herring gull
922,921,Parkesia motacilla,Louisiana waterthrush
923,922,Sula granti,Nazca booby
924,923,Ara macao,Scarlet macaw
925,924,Peucaea ruficauda,Stripe-headed sparrow
926,925,Calidris subruficollis,Buff-breasted sandpiper
927,926,Phoenicopterus roseus,Greater flamingo
928,927,Morus bassanus,Northern gannet
929,928,Pelecanus occidentalis californicus,Brown pelican
930,929,Glaucidium brasilianum,Ferruginous pygmy owl
931,930,Oxyura jamaicensis,Ruddy duck
932,931,Myiarchus cinerascens,Ash-throated flycatcher
933,932,Chloroceryle americana,Green kingfisher
934,933,Sturnella neglecta,Western meadowlark
935,934,Ramphastos ambiguus,Yellow-throated toucan
936,935,Paroaria coronata,Red-crested cardinal
937,936,Buteo buteo,Common buzzard
938,937,Myiodynastes luteiventris,Sulphur-bellied flycatcher
939,938,Contopus sordidulus,Western wood pewee
940,939,Corvus corone,Carrion crow
941,940,Cyanoramphus novaezelandiae,Red-crowned parakeet
942,941,Contopus virens,Eastern wood pewee
943,942,Contopus pertinax,Greater pewee
944,943,Contopus cooperi,Olive-sided flycatcher
945,944,Larus argentatus,European herring gull
946,945,Halcyon smyrnensis,White-throated kingfisher
947,946,Onychognathus morio,Red-winged starling
948,947,Cyanocompsa parellina,Blue bunting
949,948,Cistothorus palustris,Marsh wren
950,949,Tyto alba,Barn owl
951,950,Trogon caligatus,Gartered trogon
952,951,Corvus monedula,Western jackdaw
953,952,Corvus ossifragus,Fish crow
954,953,Spheniscus demersus,African penguin
955,954,Corvus frugilegus,Rook (bird)
956,955,Corvus splendens,House crow
957,956,Branta bernicla,Brant (goose)
958,957,Larus hyperboreus,Glaucous gull
959,958,Columba livia domestica,Domestic pigeon
960,959,Garrulus glandarius,Eurasian jay
961,960,Anser anser domesticus,Greylag goose
962,961,Mitrephanes phaeocercus,Northern tufted flycatcher
963,962,Ardenna creatopus,Pink-footed shearwater
964,963,Ardenna gravis,Great shearwater
